wb_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,gene_names,gene_name,score,human_symbol
WBGene00021959,4.8270077626034e-164,0.116967487216085,0.185,0.076,8.91789684140979e-160,pharyngeal,WBGene00021959,Y57E12AL.6,WBGene00021959,0.109,
WBGene00013610,2.46821781970383e-163,0.0185309371354507,0.018,0.001,4.56003242190283e-159,pharyngeal,WBGene00013610,fbxa-206,WBGene00013610,0.017,
WBGene00013338,1.285077824717e-162,0.0220053862564352,0.012,0,2.37418128116466e-158,pharyngeal,WBGene00013338,lgc-8,WBGene00013338,0.012,CHRNA6
WBGene00011940,1.38950265888948e-161,0.0753297290702984,0.095,0.026,2.56710616229831e-157,pharyngeal,WBGene00011940,T23B5.3,WBGene00011940,0.069,
WBGene00009224,2.78825588643745e-161,0.024937154603308,0.026,0.002,5.15130275019319e-157,pharyngeal,WBGene00009224,F28F8.7,WBGene00009224,0.024,
WBGene00020806,3.72911945785332e-161,0.0312438275377607,0.03,0.003,6.889548198384e-157,pharyngeal,WBGene00020806,T25F10.3,WBGene00020806,0.027,VWDE
WBGene00012289,4.94760057723917e-161,0.211134977395647,0.488,0.314,9.14069206644937e-157,pharyngeal,WBGene00012289,W05H12.1,WBGene00012289,0.174,
WBGene00006741,5.39557926383273e-161,0.161602165029565,0.326,0.175,9.96833268993097e-157,pharyngeal,WBGene00006741,unc-1,WBGene00006741,0.151,STOM
WBGene00017774,1.2527032306235e-160,0.0530325032984857,0.063,0.013,2.31436921857691e-156,pharyngeal,WBGene00017774,nop-1,WBGene00017774,0.05,
WBGene00008278,6.49256104465153e-160,0.0396198905097328,0.044,0.006,1.19950065299937e-155,pharyngeal,WBGene00008278,npr-10,WBGene00008278,0.038,NPY2R
WBGene00015494,1.3440336335379e-159,0.0770877001477306,0.097,0.027,2.48310213796127e-155,pharyngeal,WBGene00015494,C05E11.3,WBGene00015494,0.07,
WBGene00016625,2.30697728221987e-159,0.018249017483106,0.017,0.001,4.26214052890121e-155,pharyngeal,WBGene00016625,aff-1,WBGene00016625,0.016,
WBGene00219700,2.81936176587135e-159,0.0325973061616604,0.025,0.002,5.20877086244732e-155,pharyngeal,WBGene00219700,linc-6,WBGene00219700,0.023,
WBGene000121791,6.10562268497091e-158,0.204269299772861,0.353,0.204,1.12801379104837e-153,pharyngeal,WBGene00012179,NA,WBGene000121791,0.149,RPL37
WBGene000035881,5.02540204912289e-157,0.143758664129754,0.206,0.091,9.28443028575454e-153,pharyngeal,WBGene00003588,NA,WBGene000035881,0.115,ANXA13
WBGene00006639,7.83296349968657e-157,0.01309469781406,0.013,0,1.44714000656709e-152,pharyngeal,WBGene00006639,tsp-13,WBGene00006639,0.013,CD151
WBGene00219374,1.78308697111114e-156,0.0165250498396976,0.017,0.001,3.29425317912783e-152,pharyngeal,WBGene00219374,,WBGene00219374,0.016,
WBGene00006372,2.33011316009046e-155,0.060677112775723,0.072,0.017,4.30488406326713e-151,pharyngeal,WBGene00006372,syx-2,WBGene00006372,0.055,STX1B
WBGene00009681,5.4175718348386e-154,0.0200462733637421,0.016,0.001,1.00089639648643e-149,pharyngeal,WBGene00009681,gipc-2,WBGene00009681,0.015,GIPC3
WBGene00003978,9.41212739074841e-154,0.0634974867544058,0.084,0.022,1.73889053544077e-149,pharyngeal,WBGene00003978,pes-4,WBGene00003978,0.062,PCBP1
WBGene00004155,1.22724895750085e-153,0.0134619098396604,0.012,0,2.26734244898283e-149,pharyngeal,WBGene00004155,pqn-73,WBGene00004155,0.012,
WBGene00011578,2.99314472202884e-153,0.0228512513733879,0.023,0.002,5.52983487394828e-149,pharyngeal,WBGene00011578,npr-20,WBGene00011578,0.021,CCKAR
WBGene00017150,7.00908374801236e-153,0.117386947922085,0.078,0.02,1.29492822244528e-148,pharyngeal,WBGene00017150,EGAP5.1,WBGene00017150,0.058,
WBGene00004918,1.00410359268901e-152,0.0998654768854388,0.152,0.058,1.85508138749295e-148,pharyngeal,WBGene00004918,snr-5,WBGene00004918,0.094,SNRPF
WBGene00017950,1.08321561537735e-152,0.0694084262907006,0.082,0.021,2.00124084940965e-148,pharyngeal,WBGene00017950,F31E3.2,WBGene00017950,0.061,SGK494
WBGene00001105,4.15344959803529e-151,0.0174311951700403,0.017,0.001,7.6734981323702e-147,pharyngeal,WBGene00001105,dsl-3,WBGene00001105,0.016,
WBGene00000263,8.30215534580287e-151,0.151457994492077,0.308,0.166,1.53382320013708e-146,pharyngeal,WBGene00000263,F23H11.5,WBGene00000263,0.142,
WBGene00009518,6.66214585666887e-150,0.0163719698004428,0.013,0,1.23083144701957e-145,pharyngeal,WBGene00009518,clec-166,WBGene00009518,0.013,
WBGene000446381,7.11770422785182e-150,0.154191501294893,0.091,0.026,1.31499585609562e-145,pharyngeal,WBGene00044638,NA,WBGene000446381,0.065,
WBGene00003646,1.62146382828658e-149,0.0638593364294094,0.084,0.022,2.99565442275947e-145,pharyngeal,WBGene00003646,nhr-56,WBGene00003646,0.062,HNF4A
WBGene000211161,2.52818264859659e-149,0.0952540284905768,0.098,0.03,4.6708174432822e-145,pharyngeal,WBGene00021116,NA,WBGene000211161,0.068,KCNIP2
WBGene00007966,4.89190282640711e-149,0.0668545402666472,0.056,0.011,9.03779047178714e-145,pharyngeal,WBGene00007966,maph-1.3,WBGene00007966,0.045,MAP1B
WBGene000044391,1.02714792352085e-148,0.121306706811396,0.191,0.083,1.89765578870478e-144,pharyngeal,WBGene00004439,NA,WBGene000044391,0.108,RPL23A
WBGene00006789,2.85199061847726e-148,0.185029882395748,0.909,0.848,5.26905266763674e-144,pharyngeal,WBGene00006789,unc-54,WBGene00006789,0.0610000000000001,MYH6
WBGene00008186,2.86261362657702e-148,0.0116749782872344,0.012,0,5.28867867510105e-144,pharyngeal,WBGene00008186,best-11,WBGene00008186,0.012,BEST1
WBGene00007793,1.24278386232423e-147,0.0151016568944119,0.013,0,2.29604318564402e-143,pharyngeal,WBGene00007793,C28D4.5,WBGene00007793,0.013,
WBGene00019203,3.63582466652606e-147,0.0207419924516257,0.021,0.001,6.7171860714069e-143,pharyngeal,WBGene00019203,ttr-47,WBGene00019203,0.02,
WBGene00002032,1.02201019323939e-146,0.0129695800613423,0.012,0,1.88816383200978e-142,pharyngeal,WBGene00002032,htp-1,WBGene00002032,0.012,
WBGene000021001,5.63169147187088e-145,0.0556723432028057,0.24,0.107,1.04045499942815e-140,pharyngeal,WBGene00002100,NA,WBGene000021001,0.133,
WBGene00016033,3.84959044591586e-144,0.218204034283791,0.405,0.256,7.11211834882955e-140,pharyngeal,WBGene00016033,C24A3.2,WBGene00016033,0.149,
WBGene00019831,4.08324718076651e-144,0.209480215802453,0.399,0.252,7.54379916646612e-140,pharyngeal,WBGene00019831,R02F2.1,WBGene00019831,0.147,CCNI
WBGene00011679,1.77177192609233e-143,0.0978718357705299,0.132,0.049,3.27334863345559e-139,pharyngeal,WBGene00011679,ucr-2.2,WBGene00011679,0.083,UQCRC2
WBGene00004912,3.55901016540573e-143,0.126871541382851,0.202,0.092,6.57527128058709e-139,pharyngeal,WBGene00004912,sng-1,WBGene00004912,0.11,SYNGR3
WBGene00013781,3.91067263926395e-143,0.0163587860658367,0.013,0,7.22496770104014e-139,pharyngeal,WBGene00013781,Y116A8B.4,WBGene00013781,0.013,
WBGene00006769,9.25476319325344e-143,0.100427991138378,0.144,0.055,1.70981749995357e-138,pharyngeal,WBGene00006769,unc-33,WBGene00006769,0.089,DPYS
WBGene00018004,1.08866436918233e-142,0.0146019187412992,0.013,0,2.01130742206435e-138,pharyngeal,WBGene00018004,F33D11.7,WBGene00018004,0.013,TTBK2
WBGene00019858,2.19146201582546e-142,0.0348862455740905,0.037,0.005,4.04872607423753e-138,pharyngeal,WBGene00019858,R03H10.6,WBGene00019858,0.032,RPA1
WBGene00010579,4.23778876695068e-142,0.0768628516830593,0.107,0.035,7.82931474694138e-138,pharyngeal,WBGene00010579,K05C4.2,WBGene00010579,0.072,JAGN1
WBGene00009889,1.23698474500838e-141,0.0156479021112963,0.014,0,2.28532931640297e-137,pharyngeal,WBGene00009889,F49E11.2,WBGene00009889,0.014,
WBGene00008385,2.81740241038939e-141,0.0227406477140775,0.024,0.002,5.2051509531944e-137,pharyngeal,WBGene00008385,lotr-1,WBGene00008385,0.022,
WBGene00003715,4.72612280487782e-141,0.0434181135299323,0.05,0.009,8.73151188201176e-137,pharyngeal,WBGene00003715,nhr-125,WBGene00003715,0.041,RORC
WBGene00001082,3.28367184775139e-140,0.115355354836041,0.169,0.072,6.06658373872069e-136,pharyngeal,WBGene00001082,dpy-23,WBGene00001082,0.097,AP2M1
WBGene00011435,1.00414773417651e-139,0.0113357436237473,0.011,0,1.85516293889111e-135,pharyngeal,WBGene00011435,T04D3.8,WBGene00011435,0.011,
WBGene000179001,7.58993580018139e-139,0.166630930646447,0.358,0.206,1.40224063908351e-134,pharyngeal,WBGene00017900,NA,WBGene000179001,0.152,
WBGene00003948,2.81101449010603e-138,0.110091845697657,0.192,0.086,5.19334927047089e-134,pharyngeal,WBGene00003948,pbs-2,WBGene00003948,0.106,PSMB7
WBGene00004349,4.86754261612124e-138,0.0985766529974397,0.146,0.057,8.99278498328399e-134,pharyngeal,WBGene00004349,rgs-6,WBGene00004349,0.089,RGS3
WBGene00003950,1.29228408428592e-137,0.120137931358574,0.198,0.091,2.38749484571824e-133,pharyngeal,WBGene00003950,pbs-4,WBGene00003950,0.107,PSMB2
WBGene000037511,1.56858815147202e-137,0.345167575990661,0.275,0.156,2.89796660984456e-133,pharyngeal,WBGene00003751,NA,WBGene000037511,0.119,
WBGene00013758,2.08830440303781e-136,0.0129747434978229,0.013,0,3.85814238461235e-132,pharyngeal,WBGene00013758,fbxa-114,WBGene00013758,0.013,
WBGene000020651,4.26094820515043e-136,0.151075302052846,0.34,0.195,7.87210180901542e-132,pharyngeal,WBGene00002065,NA,WBGene000020651,0.145,EIF5A
WBGene00022599,1.58775298492873e-135,0.145678670545346,0.285,0.156,2.93337363965584e-131,pharyngeal,WBGene00022599,daf-41,WBGene00022599,0.129,PTGES3
WBGene000044891,1.71642046167447e-135,0.172246232321385,0.452,0.287,3.17108680294358e-131,pharyngeal,WBGene00004489,NA,WBGene000044891,0.165,RPS20
WBGene00018037,2.29513837592425e-135,0.0343432427881682,0.039,0.006,4.24026814952006e-131,pharyngeal,WBGene00018037,chtl-1,WBGene00018037,0.033,SLC44A2
WBGene00022349,7.44991600404901e-135,0.0180840800208147,0.018,0.001,1.37637198174806e-130,pharyngeal,WBGene00022349,Y82E9BR.17,WBGene00022349,0.017,
WBGene00009161,6.99503866889884e-134,0.134108884360471,0.258,0.134,1.29233339407906e-129,pharyngeal,WBGene00009161,cox-7C,WBGene00009161,0.124,
WBGene00012226,1.99229522232266e-133,0.0972269790574245,0.152,0.061,3.68076542324112e-129,pharyngeal,WBGene00012226,W03G11.4,WBGene00012226,0.091,
WBGene000101461,2.04909730288694e-133,0.0905243316420058,0.14,0.054,3.78570726708362e-129,pharyngeal,WBGene00010146,NA,WBGene000101461,0.086,
WBGene00004512,2.08062161946578e-133,0.113317968365579,0.2,0.092,3.84394844196303e-129,pharyngeal,WBGene00004512,rrn-1.1,WBGene00004512,0.108,
WBGene00077568,2.88614190002593e-133,0.0237490520083277,0.025,0.002,5.3321471602979e-129,pharyngeal,WBGene00077568,,WBGene00077568,0.023,
WBGene00016847,5.86929380812109e-133,0.0287843137814441,0.031,0.004,1.08435203105037e-128,pharyngeal,WBGene00016847,C50F7.9,WBGene00016847,0.027,
WBGene00004194,1.48900775664995e-132,0.0111680422326161,0.011,0,2.75094183041078e-128,pharyngeal,WBGene00004194,prx-5,WBGene00004194,0.011,PEX5
WBGene00014140,2.83605568821746e-132,0.04015523889629,0.046,0.008,5.23961288398176e-128,pharyngeal,WBGene00014140,ZK899.1,WBGene00014140,0.038,
WBGene00010293,4.59058360995255e-132,0.0133076083122074,0.013,0,8.48110321938735e-128,pharyngeal,WBGene00010293,fbxa-108,WBGene00010293,0.013,
WBGene00017012,4.6267254478377e-132,0.0213546560720905,0.022,0.002,8.54787526488016e-128,pharyngeal,WBGene00017012,acs-22,WBGene00017012,0.02,SLC27A4
WBGene00018698,8.46367379612816e-132,0.0298131759391245,0.029,0.003,1.56366373383468e-127,pharyngeal,WBGene00018698,vha-18,WBGene00018698,0.026,ATP6V1H
WBGene00001163,3.10993585811788e-131,0.072730164203644,0.089,0.027,5.74560649787278e-127,pharyngeal,WBGene00001163,efn-2,WBGene00001163,0.062,EFNB2
WBGene00007792,3.78393099210029e-131,0.0116941131796169,0.01,0,6.99081250790528e-127,pharyngeal,WBGene00007792,C28D4.4,WBGene00007792,0.01,
WBGene00044418,1.23704906368725e-130,0.114425445881538,0.186,0.085,2.28544814516219e-126,pharyngeal,WBGene00044418,C08G5.7,WBGene00044418,0.101,
WBGene00000120,7.55967866747491e-130,0.0847979578695265,0.115,0.041,1.39665063381599e-125,pharyngeal,WBGene00000120,aly-1,WBGene00000120,0.074,
WBGene00004917,1.32645357153517e-129,0.0997637689100247,0.161,0.068,2.45062297341123e-125,pharyngeal,WBGene00004917,snr-4,WBGene00004917,0.093,SNRPD2
WBGene000210151,3.65676349029907e-129,0.05414800219193,0.068,0.017,6.75587054832754e-125,pharyngeal,WBGene00021015,NA,WBGene000210151,0.051,
WBGene00008556,3.76813882871213e-129,0.0177918795802926,0.017,0.001,6.96163648604567e-125,pharyngeal,WBGene00008556,F07D3.3,WBGene00008556,0.016,
WBGene00002977,7.29305480720265e-129,0.0316726153797383,0.035,0.005,1.34739187563069e-124,pharyngeal,WBGene00002977,lev-10,WBGene00002977,0.03,CUBN
WBGene00016979,2.13898466159412e-128,0.0726121654842586,0.099,0.032,3.95177416229513e-124,pharyngeal,WBGene00016979,C56G2.4,WBGene00016979,0.067,
WBGene00000651,2.32382828652761e-128,0.0111812418177998,0.01,0,4.29327275935975e-124,pharyngeal,WBGene00000651,col-75,WBGene00000651,0.01,COL21A1
WBGene00010521,2.33337307624307e-128,0.0104809663829667,0.01,0,4.31090675835907e-124,pharyngeal,WBGene00010521,K03A11.4,WBGene00010521,0.01,
WBGene00001043,2.84648301596942e-128,0.0734507191051118,0.099,0.032,5.25887737200351e-124,pharyngeal,WBGene00001043,dnj-25,WBGene00001043,0.067,DNAJC6
WBGene00021676,1.17400140788891e-126,0.0299528061376618,0.032,0.004,2.16896760107477e-122,pharyngeal,WBGene00021676,pid-2,WBGene00021676,0.028,
WBGene00012301,1.20947434522044e-126,0.0123473465073538,0.011,0,2.23450385279477e-122,pharyngeal,WBGene00012301,W06D11.3,WBGene00012301,0.011,
WBGene00003732,1.92165695551067e-126,0.0352660695764926,0.04,0.007,3.55026122530595e-122,pharyngeal,WBGene00003732,nhx-4,WBGene00003732,0.033,SLC9A2
WBGene00014035,2.37708086163334e-126,0.102233100621497,0.112,0.04,4.39165689186759e-122,pharyngeal,WBGene00014035,seb-2,WBGene00014035,0.072,PTH1R
WBGene00004567,5.18016997104834e-126,0.117628178747376,0.195,0.092,9.57036402151181e-122,pharyngeal,WBGene00004567,rrn-2.1,WBGene00004567,0.103,
WBGene00004178,1.12343065660639e-125,0.0427461323217274,0.049,0.01,2.07553813808031e-121,pharyngeal,WBGene00004178,prg-1,WBGene00004178,0.039,PIWIL1
WBGene00010212,6.78908164972121e-124,0.011053140047667,0.01,0,1.25428283478599e-119,pharyngeal,WBGene00010212,fbxa-192,WBGene00010212,0.01,
WBGene000068751,1.2123571755315e-123,0.0653303222831234,0.087,0.027,2.23982988179444e-119,pharyngeal,WBGene00006875,NA,WBGene000068751,0.06,TMEM47
WBGene000207031,2.55690382011248e-123,0.164076061868551,0.178,0.083,4.72387980765781e-119,pharyngeal,WBGene00020703,NA,WBGene000207031,0.095,
WBGene00077771,3.73908385792235e-123,0.128176015255808,0.236,0.122,6.90795742751154e-119,pharyngeal,WBGene00077771,tspo-1,WBGene00077771,0.114,TSPO
WBGene00004700,8.99737523420507e-123,0.105614556698666,0.186,0.087,1.66226507451939e-118,pharyngeal,WBGene00004700,rsp-3,WBGene00004700,0.099,SRSF1
WBGene000083421,1.12610779584988e-122,0.052461478988111,0.066,0.017,2.08048415283266e-118,pharyngeal,WBGene00008342,NA,WBGene000083421,0.049,
WBGene00003923,9.43296138963984e-122,0.112706721071657,0.191,0.091,1.74273961673596e-117,pharyngeal,WBGene00003923,pas-2,WBGene00003923,0.1,PSMA2
WBGene00007426,9.44292853439461e-122,0.0183285493106616,0.012,0,1.7445810467294e-117,pharyngeal,WBGene00007426,C08B6.5,WBGene00007426,0.012,
WBGene00022336,2.32337968464556e-121,0.176213994810819,0.438,0.292,4.29244396738267e-117,pharyngeal,WBGene00022336,Y82E9BR.3,WBGene00022336,0.146,ATP5MC1
WBGene00020130,3.26244937821829e-121,0.0301335414399856,0.033,0.005,6.0273752262583e-117,pharyngeal,WBGene00020130,igcm-2,WBGene00020130,0.028,IGSF9B
WBGene00013349,3.78960196459713e-121,0.0123200267528986,0.012,0,7.00128962959319e-117,pharyngeal,WBGene00013349,Y59A8B.12,WBGene00013349,0.012,
WBGene00008335,3.88410750462125e-121,0.0101967595074599,0.01,0,7.17588861478775e-117,pharyngeal,WBGene00008335,C55A6.6,WBGene00008335,0.01,RDH16
WBGene00015714,5.2117942865447e-121,0.0156779076138104,0.016,0.001,9.62878994439133e-117,pharyngeal,WBGene00015714,C12D12.3,WBGene00015714,0.015,
WBGene00012919,6.82452778303319e-121,0.0122070923853273,0.012,0,1.26083150791538e-116,pharyngeal,WBGene00012919,Y46G5A.34,WBGene00012919,0.012,
WBGene00019844,2.29990478446511e-120,0.0253455472596855,0.026,0.003,4.24907408929929e-116,pharyngeal,WBGene00019844,abts-4,WBGene00019844,0.023,SLC4A3
WBGene000114281,2.46260901156106e-120,0.231622208693384,0.239,0.123,4.54967014885906e-116,pharyngeal,WBGene00011428,NA,WBGene000114281,0.116,
WBGene000000891,6.36990705292984e-120,0.117762646147069,0.236,0.123,1.17684032802879e-115,pharyngeal,WBGene00000089,NA,WBGene000000891,0.113,RAB27A
WBGene00017460,7.67742415335273e-120,0.0107494841736166,0.011,0,1.41840411233192e-115,pharyngeal,WBGene00017460,bath-30,WBGene00017460,0.011,KBTBD2
WBGene000113261,8.60254473313376e-120,0.110827516866104,0.186,0.087,1.58932013944646e-115,pharyngeal,WBGene00011326,NA,WBGene000113261,0.099,TENM2
WBGene00000043,3.33543852802681e-119,0.0577826945859374,0.059,0.014,6.16222268052954e-115,pharyngeal,WBGene00000043,acr-3,WBGene00000043,0.045,CHRNA6
WBGene00001426,5.06164194981889e-119,0.0885340887430223,0.143,0.059,9.3513835022904e-115,pharyngeal,WBGene00001426,fkb-1,WBGene00001426,0.084,FKBP2
WBGene00013118,1.21663074122711e-118,0.0213448549721961,0.02,0.002,2.24772529441708e-114,pharyngeal,WBGene00013118,Y51H4A.24,WBGene00013118,0.018,
WBGene00006062,2.15603388415895e-118,0.0908365057427713,0.148,0.063,3.98327260098366e-114,pharyngeal,WBGene00006062,stn-1,WBGene00006062,0.085,SNTA1
WBGene00011464,9.8058449396074e-118,0.0180053663343777,0.019,0.001,1.81162985259247e-113,pharyngeal,WBGene00011464,T05B9.1,WBGene00011464,0.018,
WBGene00013897,5.13665461609452e-117,0.0684112241339355,0.097,0.033,9.48996940323463e-113,pharyngeal,WBGene00013897,ZC443.2,WBGene00013897,0.064,
WBGene00003925,1.23751853642618e-116,0.0867159157248684,0.142,0.06,2.28631549604736e-112,pharyngeal,WBGene00003925,pas-4,WBGene00003925,0.082,PSMA7
WBGene00001695,1.38260829687226e-116,0.0162853109552929,0.016,0.001,2.55436882847149e-112,pharyngeal,WBGene00001695,grd-6,WBGene00001695,0.015,
WBGene00017101,2.46111215167378e-116,0.0129333232810637,0.011,0,4.54690470021731e-112,pharyngeal,WBGene00017101,E02H9.3,WBGene00017101,0.011,
WBGene00006651,5.80625178188852e-116,0.132169924529593,0.183,0.087,1.0727050167039e-111,pharyngeal,WBGene00006651,tts-2,WBGene00006651,0.096,
WBGene00008851,1.29442167995061e-115,0.0408587654159107,0.047,0.01,2.39144405370874e-111,pharyngeal,WBGene00008851,F15B9.8,WBGene00008851,0.037,
WBGene00019827,4.07844827437333e-115,0.0578508237051316,0.075,0.022,7.53493318690472e-111,pharyngeal,WBGene00019827,mop-25.1,WBGene00019827,0.053,CAB39
WBGene00015095,6.81328082507427e-115,0.0179953777725693,0.018,0.001,1.25875363243247e-110,pharyngeal,WBGene00015095,B0261.7,WBGene00015095,0.017,
WBGene00012472,1.324264800783e-114,0.0935445080827752,0.141,0.06,2.44657921944659e-110,pharyngeal,WBGene00012472,Y17G7B.21,WBGene00012472,0.081,
WBGene00019738,3.0506667223071e-114,0.0168394810082109,0.015,0.001,5.63610676946236e-110,pharyngeal,WBGene00019738,clec-265,WBGene00019738,0.014,LY75
WBGene000103511,7.33692595829295e-114,0.0339259311300072,0.037,0.006,1.35549707079462e-109,pharyngeal,WBGene00010351,NA,WBGene000103511,0.031,
WBGene00004267,8.50150785502183e-114,0.179442099407315,0.45,0.306,1.57065357621528e-109,pharyngeal,WBGene00004267,rab-3,WBGene00004267,0.144,RAB3A
WBGene000043721,2.9754863982823e-113,0.0781757481364029,0.075,0.022,5.49721112082655e-109,pharyngeal,WBGene00004372,NA,WBGene000043721,0.053,LSAMP
WBGene00001169,3.17101679363361e-113,0.167562592063816,0.444,0.297,5.85845352623809e-109,pharyngeal,WBGene00001169,eef-1A.2,WBGene00001169,0.147,EEF1A2
WBGene00015480,3.40539252997301e-113,0.021113325950249,0.021,0.002,6.29146269912514e-109,pharyngeal,WBGene00015480,C05D10.4,WBGene00015480,0.019,
WBGene000446031,6.338370695279e-113,0.0454063389351798,0.051,0.012,1.1710139859528e-108,pharyngeal,WBGene00044603,NA,WBGene000446031,0.039,
WBGene00003999,9.76409590251253e-113,0.0471172606512804,0.049,0.011,1.80391671798919e-108,pharyngeal,WBGene00003999,pgp-5,WBGene00003999,0.038,ABCB5
WBGene00007350,1.11030314291925e-112,0.119798311425908,0.196,0.098,2.05128505654331e-108,pharyngeal,WBGene00007350,sucl-1,WBGene00007350,0.098,SUCLG1
WBGene00011066,4.03318078596813e-112,0.00945326728903955,0.009,0,7.45130150207612e-108,pharyngeal,WBGene00011066,ztf-15,WBGene00011066,0.009,ZNF208
WBGene00044029,1.94243620958906e-111,0.0778492654391557,0.113,0.043,3.5886508972158e-107,pharyngeal,WBGene00044029,C05D12.7,WBGene00044029,0.07,
WBGene00021078,9.01297206611373e-111,0.0531478253598411,0.072,0.021,1.66514658921451e-106,pharyngeal,WBGene00021078,unc-132,WBGene00021078,0.051,
WBGene00017072,1.19162784316007e-110,0.0308668710717552,0.031,0.005,2.20153244023824e-106,pharyngeal,WBGene00017072,D2096.5,WBGene00017072,0.026,
WBGene000044811,2.45123139498628e-110,0.151924227978566,0.392,0.25,4.52865000223715e-106,pharyngeal,WBGene00004481,NA,WBGene000044811,0.142,RPS12
WBGene00004467,3.49739753148428e-110,0.159693118917328,0.37,0.241,6.4614419394172e-106,pharyngeal,WBGene00004467,rpn-11,WBGene00004467,0.129,PSMD14
WBGene000109601,6.22193940439033e-110,0.213648818222766,0.712,0.552,1.14950330496111e-105,pharyngeal,WBGene00010960,NA,WBGene000109601,0.16,MT-ATP6
WBGene00019189,7.97747421524882e-110,0.0104689233259036,0.011,0,1.47383836126722e-105,pharyngeal,WBGene00019189,H11L12.1,WBGene00019189,0.011,
WBGene000207041,8.75524429193553e-110,0.0249051631142653,0.024,0.003,1.61753138293509e-105,pharyngeal,WBGene00020704,NA,WBGene000207041,0.021,
WBGene000164931,9.47985292824066e-110,0.152865090370685,0.404,0.262,1.75140282849246e-105,pharyngeal,WBGene00016493,NA,WBGene000164931,0.142,RPLP2
WBGene000074171,1.0317806555661e-109,0.0598274019158533,0.086,0.028,1.90621476115837e-105,pharyngeal,WBGene00007417,NA,WBGene000074171,0.058,
WBGene00016735,7.18559091936629e-109,0.0268172186295834,0.029,0.004,1.32753792235292e-104,pharyngeal,WBGene00016735,fhod-1,WBGene00016735,0.025,FHOD3
WBGene000019861,8.2885055678579e-109,0.0772692842724826,0.086,0.028,1.53130140366175e-104,pharyngeal,WBGene00001986,NA,WBGene000019861,0.058,
WBGene00003927,2.73496035762115e-108,0.0924857639682447,0.161,0.074,5.05283926070508e-104,pharyngeal,WBGene00003927,pas-6,WBGene00003927,0.087,PSMA1
WBGene000002851,8.23259009733744e-108,0.0614320713508379,0.079,0.025,1.52097102048309e-103,pharyngeal,WBGene00000285,NA,WBGene000002851,0.054,CALM3
WBGene00002063,9.14208376644315e-108,0.0251547785740613,0.022,0.002,1.68899997585037e-103,pharyngeal,WBGene00002063,ife-5,WBGene00002063,0.02,EIF4E
WBGene00044509,1.33130487169019e-107,0.0479085191006573,0.059,0.015,2.45958575044763e-103,pharyngeal,WBGene00044509,K07H8.12,WBGene00044509,0.044,
WBGene00003949,1.55645311508136e-107,0.0916320040649564,0.154,0.07,2.87554713011281e-103,pharyngeal,WBGene00003949,pbs-3,WBGene00003949,0.084,PSMB3
WBGene00008988,3.60049910689366e-107,0.0139845748681405,0.012,0.001,6.65192209998604e-103,pharyngeal,WBGene00008988,F20G2.5,WBGene00008988,0.011,
WBGene00010362,4.24872883506315e-107,0.0820781727009243,0.131,0.055,7.84952652277917e-103,pharyngeal,WBGene00010362,enu-3.1,WBGene00010362,0.076,
WBGene00012648,8.79462398563457e-107,0.0739631516451915,0.109,0.042,1.62480678134599e-102,pharyngeal,WBGene00012648,Y39A1A.9,WBGene00012648,0.067,MEIOC
WBGene00004897,1.47741410463966e-106,0.145092783737721,0.424,0.276,2.72952255832178e-102,pharyngeal,WBGene00004897,snb-1,WBGene00004897,0.148,VAMP1
WBGene00044443,1.95242835543578e-106,0.0727738182999853,0.098,0.035,3.6071113866676e-102,pharyngeal,WBGene00044443,ZC21.10,WBGene00044443,0.063,
WBGene00001482,2.55035420480141e-106,0.0101690197968133,0.01,0,4.71177939337061e-102,pharyngeal,WBGene00001482,fog-2,WBGene00001482,0.01,
WBGene00008382,2.76060095615624e-106,0.0450062232990583,0.057,0.015,5.10021026649865e-102,pharyngeal,WBGene00008382,D1081.4,WBGene00008382,0.042,RASD1
WBGene00009817,3.21079548289639e-106,0.0131583948164733,0.013,0.001,5.93194465465108e-102,pharyngeal,WBGene00009817,F47B10.6,WBGene00009817,0.012,
WBGene00004347,3.28246855582944e-106,0.0710692346011262,0.088,0.03,6.06436065689489e-102,pharyngeal,WBGene00004347,rgs-4,WBGene00004347,0.058,RGS7
WBGene00021009,3.44252269592419e-106,0.0455521713193628,0.057,0.015,6.36006068071994e-102,pharyngeal,WBGene00021009,afd-1,WBGene00021009,0.042,AFDN
WBGene00016611,4.62141385400565e-106,0.0382050788394555,0.047,0.011,8.53806209527544e-102,pharyngeal,WBGene00016611,bicd-1,WBGene00016611,0.036,BICD1
WBGene00006615,8.528742544289e-106,0.0598403672096376,0.072,0.022,1.57568518505739e-101,pharyngeal,WBGene00006615,trp-2,WBGene00006615,0.05,TRPC1
WBGene003048131,5.48157593229319e-105,0.158975518997085,0.061,0.017,1.01272115349117e-100,pharyngeal,WBGene00304813,NA,WBGene003048131,0.044,
WBGene00011273,1.39574869083278e-104,0.12512249009898,0.283,0.165,2.57864570631356e-100,pharyngeal,WBGene00011273,R53.4,WBGene00011273,0.118,
WBGene00017317,2.20402351292426e-104,0.0851826871190861,0.148,0.066,4.07193344012756e-100,pharyngeal,WBGene00017317,attf-2,WBGene00017317,0.082,
WBGene00008368,2.99870483589537e-104,0.0422282706538952,0.047,0.011,5.5401071843167e-100,pharyngeal,WBGene00008368,D1053.3,WBGene00008368,0.036,
