p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
7.57019104069983e-49	0.317171518044292	0.676	0.248	2.5507001692534e-44	HAS1 High Fibroblasts	OPTN
8.62429816140392e-49	1.35509979370137	0.559	0.168	2.90587102250344e-44	HAS1 High Fibroblasts	UFSP2
1.06848599812266e-48	2.86013106351407	0.536	0.154	3.60015672207448e-44	HAS1 High Fibroblasts	STAG1
1.61883488625633e-48	0.916002258541978	0.408	0.094	5.45450226575209e-44	HAS1 High Fibroblasts	SLC39A13
2.34345617677824e-48	1.26868094310244	0.251	0.039	7.89604124203659e-44	HAS1 High Fibroblasts	CDON
3.07071193338177e-48	1.11766619721195	0.402	0.092	1.03464567883365e-43	HAS1 High Fibroblasts	FER
3.10614447088037e-48	0.6780793474149	0.268	0.044	1.04658431801843e-43	HAS1 High Fibroblasts	PPAT
3.31542022047759e-48	1.24619073027498	0.486	0.128	1.11709768908772e-43	HAS1 High Fibroblasts	EPN2
4.59893979551711e-48	16.9921850501231	0.374	0.081	1.54956677470153e-43	HAS1 High Fibroblasts	ZNF10
5.10646341101707e-48	0.766058329514299	0.291	0.052	1.72057178170809e-43	HAS1 High Fibroblasts	CNPY4
1.05343488520968e-47	0.874066939706369	0.447	0.111	3.54944350222549e-43	HAS1 High Fibroblasts	NOP2
1.13054239515183e-47	1.10312480432864	0.307	0.056	3.80924954622458e-43	HAS1 High Fibroblasts	ZEB1
3.69471313408336e-47	1.20036820236848	0.503	0.14	1.24489664339805e-42	HAS1 High Fibroblasts	RRP15
4.69525250644857e-47	2.13168840008563	0.391	0.09	1.58201837952278e-42	HAS1 High Fibroblasts	HEATR1
6.61515109292376e-47	4.50290151479913	0.81	0.402	2.22890900924973e-42	HAS1 High Fibroblasts	SYNCRIP
8.47589085454512e-47	0.59416878150263	0.341	0.069	2.85586666453043e-42	HAS1 High Fibroblasts	CPED1
9.72825945146065e-47	0.916273066390346	0.743	0.338	3.27783973957515e-42	HAS1 High Fibroblasts	GNAI3
1.20321955191855e-46	1.62971560523944	0.324	0.065	4.05412795823438e-42	HAS1 High Fibroblasts	TIMM8A
1.61523271874914e-46	1.53695814275931	0.536	0.155	5.44236512255337e-42	HAS1 High Fibroblasts	SLC35B2
1.70531391243011e-46	1.8148336893175	0.737	0.308	5.74588469654201e-42	HAS1 High Fibroblasts	RNF11
3.52996933185578e-46	2.19146623088829	0.732	0.304	1.18938786667549e-41	HAS1 High Fibroblasts	UBQLN1
3.61677460117725e-46	1.97384073375173	0.508	0.15	1.21863603412066e-41	HAS1 High Fibroblasts	NR1D2
4.99931285165931e-46	1.28298756319501	0.57	0.187	1.68446847223809e-41	HAS1 High Fibroblasts	KDM5B
7.2137815917155e-46	0.545334894625462	0.291	0.053	2.43061156951262e-41	HAS1 High Fibroblasts	AKAP2
7.69557266933359e-46	3.06526054784572	0.525	0.161	2.59294625520526e-41	HAS1 High Fibroblasts	GART
7.94989355813311e-46	2.50690393406303	0.654	0.238	2.67863713547737e-41	HAS1 High Fibroblasts	LSM12
8.5439968855731e-46	0.787648303972779	0.654	0.239	2.878814310625e-41	HAS1 High Fibroblasts	DNAJC2
9.46981469729749e-46	1.4755454620147	0.464	0.122	3.19075936410742e-41	HAS1 High Fibroblasts	ABCF2
2.03347180187265e-45	2.36651829201889	0.598	0.208	6.85157988922969e-41	HAS1 High Fibroblasts	CCSER2
2.37659683284235e-45	2.6055939853351	0.682	0.261	8.00770536857903e-41	HAS1 High Fibroblasts	ZNF800
2.67224163644904e-45	3.1951470821708	0.279	0.05	9.0038509698514e-41	HAS1 High Fibroblasts	FOXC1
3.23788879056813e-45	3.62790012480388	0.637	0.242	1.09097424909403e-40	HAS1 High Fibroblasts	FKBP4
3.93148363278576e-45	2.92456373699258	0.559	0.184	1.32467409523083e-40	HAS1 High Fibroblasts	BRIX1
4.50826361727718e-45	2.53116649794211	0.765	0.355	1.51901434320537e-40	HAS1 High Fibroblasts	PJA2
1.01167360986238e-44	0.687189864487324	0.626	0.229	3.4087330610703e-40	HAS1 High Fibroblasts	SLC39A7
2.17185676015394e-44	1.20843051860697	0.453	0.12	7.3178541676627e-40	HAS1 High Fibroblasts	TMEM39A
2.46736946103043e-44	2.28644067129885	0.771	0.343	8.31355466199591e-40	HAS1 High Fibroblasts	SEC63
3.91395423304145e-44	0.473976341329795	0.397	0.095	1.31876773928099e-39	HAS1 High Fibroblasts	SEC24A
4.45895827642468e-44	2.96310163698087	0.62	0.232	1.50240140165853e-39	HAS1 High Fibroblasts	GABPB1
4.55503718686449e-44	1.47367661834977	0.43	0.112	1.53477422974212e-39	HAS1 High Fibroblasts	DOCK1
5.72024183092224e-44	2.61739192134622	0.676	0.269	1.92737828251094e-39	HAS1 High Fibroblasts	KDSR
6.2331301357373e-44	0.965795003365145	0.268	0.048	2.10019086793532e-39	HAS1 High Fibroblasts	PUS7
1.26170607873959e-43	1.07548827437685	0.397	0.098	4.25119246170516e-39	HAS1 High Fibroblasts	ANKRD13C
1.33628023148432e-43	1.45114888072976	0.469	0.131	4.50246261196327e-39	HAS1 High Fibroblasts	FAM208B
1.45104453531428e-43	0.982016660531702	0.318	0.066	4.88914945728793e-39	HAS1 High Fibroblasts	E2F6
1.67031862174505e-43	1.39661080359023	0.441	0.118	5.62797156410777e-39	HAS1 High Fibroblasts	CNP
2.57685190659132e-43	1.05049703512021	0.43	0.112	8.6824448140688e-39	HAS1 High Fibroblasts	NOC3L
4.83997807797536e-43	1.44912991237468	0.48	0.136	1.63078221359302e-38	HAS1 High Fibroblasts	ZNF131
5.06575249770041e-43	0.310434906695031	0.877	0.506	1.70685464657518e-38	HAS1 High Fibroblasts	MTCH1
5.63207023425794e-43	3.46838725421511	0.514	0.16	1.89766974473087e-38	HAS1 High Fibroblasts	SLC25A32
6.12458689399633e-43	1.15719283529254	0.335	0.073	2.06361830806312e-38	HAS1 High Fibroblasts	EHBP1
6.88668329638702e-43	4.83997812678077	0.721	0.306	2.32039906988464e-38	HAS1 High Fibroblasts	CLIP1
1.15685923408938e-42	5.00087547053712	0.682	0.277	3.89792150334076e-38	HAS1 High Fibroblasts	FOXO3
1.18430839959138e-42	0.77693060706401	0.251	0.043	3.99040872158319e-38	HAS1 High Fibroblasts	SAMD4A
1.22273421056133e-42	1.14184346726161	0.391	0.096	4.11988064906533e-38	HAS1 High Fibroblasts	MTHFD1L
1.33738151135262e-42	1.20811556984448	0.52	0.162	4.50617326435152e-38	HAS1 High Fibroblasts	NCKAP1
1.38871162414627e-42	21.2550046665887	0.592	0.211	4.67912494639844e-38	HAS1 High Fibroblasts	ARHGAP5
1.40666439795509e-42	0.677408088930824	0.285	0.054	4.73961502246988e-38	HAS1 High Fibroblasts	TSPAN9
1.42476817389908e-42	1.50614232462028	0.486	0.14	4.80061388513555e-38	HAS1 High Fibroblasts	MYL6B
1.4362591158119e-42	1.83146592021496	0.486	0.14	4.83933146481663e-38	HAS1 High Fibroblasts	STK3
1.76260993968682e-42	1.67017325192766	0.341	0.075	5.93893793078078e-38	HAS1 High Fibroblasts	POLR1E
2.18908308043725e-42	0.822611139534804	0.67	0.263	7.37589653122526e-38	HAS1 High Fibroblasts	UBE2E2
2.70482350623946e-42	7.62380773284455	0.67	0.263	9.11363232192324e-38	HAS1 High Fibroblasts	HIPK3
2.80982670229453e-42	0.836085558117767	0.307	0.062	9.4674300907112e-38	HAS1 High Fibroblasts	TTC28
3.27980107711902e-42	0.962587837499836	0.408	0.102	1.10509617492448e-37	HAS1 High Fibroblasts	SENP5
3.43662809834142e-42	2.16992895818454	0.425	0.115	1.15793747145516e-37	HAS1 High Fibroblasts	TWSG1
4.38286168871807e-42	3.05621124428215	0.603	0.219	1.47676141739667e-37	HAS1 High Fibroblasts	ABCE1
5.09373270932263e-42	0.927166695837874	0.402	0.102	1.71628229907917e-37	HAS1 High Fibroblasts	RIOK2
5.91935446240595e-42	3.18561222528229	0.682	0.272	1.99446729256306e-37	HAS1 High Fibroblasts	AK3
6.34438423572002e-42	2.24647454382455	0.659	0.261	2.1376768243835e-37	HAS1 High Fibroblasts	CASC4
6.58174788371544e-42	1.1740711857293	0.447	0.122	2.21765413193908e-37	HAS1 High Fibroblasts	HCG18
1.06193670216717e-41	2.02223486032104	0.346	0.079	3.57808952428205e-37	HAS1 High Fibroblasts	DYRK2
1.90913109045587e-41	2.85371755508076	0.497	0.152	6.43262629618201e-37	HAS1 High Fibroblasts	UHRF1BP1L
3.25268008562768e-41	2.29811064191211	0.693	0.31	1.09595802805139e-36	HAS1 High Fibroblasts	PPP4R2
3.6042779286077e-41	3.73004904692748	0.626	0.23	1.21442540526508e-36	HAS1 High Fibroblasts	NOP56
4.32397031539316e-41	1.42938637103056	0.888	0.546	1.45691855806857e-36	HAS1 High Fibroblasts	SEPT2
5.46022542980359e-41	2.56575750851477	0.637	0.254	1.83976835631802e-36	HAS1 High Fibroblasts	GRPEL1
5.56323666243764e-41	0.668187079638192	0.313	0.065	1.87447696104174e-36	HAS1 High Fibroblasts	CCDC86
8.55891343203644e-41	0.986503727387803	0.374	0.092	2.88384029179036e-36	HAS1 High Fibroblasts	ZNF410
1.93205602310167e-40	7.02713217356317	0.637	0.23	6.50986956423878e-36	HAS1 High Fibroblasts	WLS
2.06670013547082e-40	8.63182948457323	0.508	0.154	6.96353943645539e-36	HAS1 High Fibroblasts	GOLM1
3.38993822334737e-40	2.54125577047583	0.413	0.108	1.14220578497466e-35	HAS1 High Fibroblasts	RRAS2
4.26878878178308e-40	11.9269931193245	0.659	0.269	1.43832569213399e-35	HAS1 High Fibroblasts	WDR45B
4.29283316287571e-40	1.28890966087032	0.408	0.108	1.44642720589934e-35	HAS1 High Fibroblasts	LRRC42
6.40980739297934e-40	5.33314809418223	0.709	0.323	2.15972050299046e-35	HAS1 High Fibroblasts	PLIN3
6.55213042167665e-40	1.55614297531728	0.542	0.18	2.20767482427973e-35	HAS1 High Fibroblasts	ZPR1
1.00186713014531e-39	0.678971915712567	0.48	0.143	3.37569110831162e-35	HAS1 High Fibroblasts	HDAC7
1.08335304089242e-39	2.12774287902246	0.525	0.176	3.65024973598291e-35	HAS1 High Fibroblasts	RBM7
1.12328616151758e-39	2.96108598172475	0.598	0.226	3.78480039261733e-35	HAS1 High Fibroblasts	SMC5
1.61171540715729e-39	1.90659601439324	0.648	0.261	5.43051389287578e-35	HAS1 High Fibroblasts	MRPL32
1.63063668635475e-39	3.11727186203456	0.598	0.227	5.49426725100368e-35	HAS1 High Fibroblasts	ATL3
1.95409079066772e-39	1.206152431752	0.603	0.22	6.58411351007583e-35	HAS1 High Fibroblasts	KIDINS220
2.15117527284821e-39	1.54675291637167	0.464	0.137	7.24816996433476e-35	HAS1 High Fibroblasts	NOL11
2.16959553953877e-39	1.55402230733927	0.402	0.108	7.31023521092194e-35	HAS1 High Fibroblasts	PRKD3
4.02650453760675e-39	0.635058794319743	0.637	0.253	1.35669043890122e-34	HAS1 High Fibroblasts	ZC3HAV1
1.00553003324511e-38	1.30177440824708	0.48	0.148	3.38803289401607e-34	HAS1 High Fibroblasts	STAM
1.43109502941675e-38	0.439260389670032	0.654	0.267	4.82193159211681e-34	HAS1 High Fibroblasts	ZFAND3
1.79825524317624e-38	1.217138295842	0.581	0.21	6.05904121635804e-34	HAS1 High Fibroblasts	LTBP3
3.02184923192979e-38	0.911175263600545	0.352	0.086	1.01818188020642e-33	HAS1 High Fibroblasts	NUFIP1
3.77178117373554e-38	1.55353446762561	0.553	0.196	1.27086394867845e-33	HAS1 High Fibroblasts	RABEP1
4.74436383191787e-38	2.40589848974347	0.86	0.478	1.59856594952641e-33	HAS1 High Fibroblasts	MRFAP1
5.14087647273606e-38	2.04915371719487	0.425	0.12	1.73216691872369e-33	HAS1 High Fibroblasts	PMM2
5.26840952434106e-38	0.870525489758581	0.385	0.099	1.77513790513148e-33	HAS1 High Fibroblasts	ITSN1
5.33401475831977e-38	0.840415722225544	0.687	0.311	1.79724293266826e-33	HAS1 High Fibroblasts	ZC3H11A
5.45243987675586e-38	2.12857239075736	0.743	0.343	1.83714509207412e-33	HAS1 High Fibroblasts	YTHDF2
8.31612965264398e-38	1.54269635055872	0.704	0.306	2.80203672516186e-33	HAS1 High Fibroblasts	AHCYL1
9.17182076853459e-38	1.65137896952698	0.464	0.141	3.09035328975005e-33	HAS1 High Fibroblasts	TXLNA
9.43972487248384e-38	0.504333895346828	0.397	0.107	3.18062089853471e-33	HAS1 High Fibroblasts	HSPA13
9.89711286053401e-38	1.25682309680428	0.447	0.133	3.33473320722833e-33	HAS1 High Fibroblasts	PAK1IP1
1.72450315937241e-37	1.00350752063233	0.346	0.085	5.8105409451894e-33	HAS1 High Fibroblasts	NOL10
1.81159544683487e-37	1.51839018438275	0.525	0.173	6.10398969856539e-33	HAS1 High Fibroblasts	SSBP2
4.03241805415881e-37	2.07762298123158	0.302	0.069	1.35868293916827e-32	HAS1 High Fibroblasts	APBB3
4.04585595263719e-37	0.53535795074031	0.369	0.094	1.36321070468157e-32	HAS1 High Fibroblasts	SMAD3
4.11882381713853e-37	0.855791979016317	0.251	0.049	1.38779649694666e-32	HAS1 High Fibroblasts	TMOD2
5.02991829271438e-37	0.742066131468676	0.291	0.062	1.69478066954718e-32	HAS1 High Fibroblasts	EML1
5.12471872216172e-37	3.76399457408402	0.603	0.233	1.72672272624517e-32	HAS1 High Fibroblasts	LARP4
5.68425014446084e-37	1.34358597905689	0.358	0.091	1.91525124367463e-32	HAS1 High Fibroblasts	UGGT2
6.5939015440339e-37	0.989554250662241	0.469	0.149	2.22174918624678e-32	HAS1 High Fibroblasts	TP53BP2
1.00522107634958e-36	2.03155333405621	0.559	0.205	3.38699189465227e-32	HAS1 High Fibroblasts	PUM3
1.00849680793443e-36	10.4363478338283	0.43	0.129	3.39802914465427e-32	HAS1 High Fibroblasts	VAPB
1.09132037289742e-36	1.52668151217565	0.441	0.132	3.67709486444057e-32	HAS1 High Fibroblasts	RIOK1
1.11311539780102e-36	1.58973521379497	0.469	0.147	3.75053102135075e-32	HAS1 High Fibroblasts	UBR1
1.21141697540961e-36	0.646081467366629	0.268	0.054	4.08174835694516e-32	HAS1 High Fibroblasts	MEX3C
1.90355157322835e-36	1.10344195309194	0.363	0.094	6.41382667083559e-32	HAS1 High Fibroblasts	ACVR1
2.57469416311364e-36	1.22717675903893	0.598	0.231	8.67517451319511e-32	HAS1 High Fibroblasts	RPS6KA3
2.74225788977114e-36	2.14419601285067	0.402	0.113	9.23976373379488e-32	HAS1 High Fibroblasts	THRA
3.09956987916163e-36	0.509291097352081	0.274	0.056	1.04436907508472e-31	HAS1 High Fibroblasts	EXOC6B
3.66140206540964e-36	1.35702530683454	0.615	0.253	1.23367281191912e-31	HAS1 High Fibroblasts	C5orf24
3.72264178464256e-36	1.19434229128006	0.475	0.148	1.25430692291746e-31	HAS1 High Fibroblasts	TOPORS
3.89757187692679e-36	4.51840543972481	0.553	0.199	1.31324786821171e-31	HAS1 High Fibroblasts	LUC7L
4.18943617598555e-36	1.39082165024748	0.425	0.126	1.41158862513657e-31	HAS1 High Fibroblasts	GPATCH4
4.41623760940974e-36	0.920940938012213	0.441	0.135	1.48800710011452e-31	HAS1 High Fibroblasts	CBX1
4.92422876801149e-36	1.71074177347729	0.665	0.273	1.65916964109379e-31	HAS1 High Fibroblasts	HUWE1
4.97101582729157e-36	1.96333312374077	0.503	0.168	1.67493407284762e-31	HAS1 High Fibroblasts	CPNE8
5.18790199243066e-36	9.44468301282668	0.425	0.127	1.74801169732959e-31	HAS1 High Fibroblasts	CDC37L1
6.56037473210902e-36	1.13097963345992	0.709	0.324	2.21045266223681e-31	HAS1 High Fibroblasts	BCCIP
6.9116827468907e-36	23.181560382996	0.514	0.186	2.32882238473735e-31	HAS1 High Fibroblasts	MED13
1.05115057343891e-35	3.29770557768989	0.436	0.13	3.54174674214507e-31	HAS1 High Fibroblasts	FHL3
1.21078647493782e-35	1.77003708312927	0.497	0.17	4.07962394865549e-31	HAS1 High Fibroblasts	NAA15
2.22932693748569e-35	0.763568186197362	0.436	0.132	7.51149418316428e-31	HAS1 High Fibroblasts	PRMT9
2.50853477221886e-35	0.870206564683051	0.559	0.2	8.45225706151422e-31	HAS1 High Fibroblasts	BDH2
2.54030319554234e-35	1.08097327352886	0.391	0.111	8.55929758706036e-31	HAS1 High Fibroblasts	GRWD1
2.66228682766841e-35	3.07711167120139	0.726	0.369	8.97030923714594e-31	HAS1 High Fibroblasts	PAFAH1B1
2.75901761117231e-35	0.643866624100286	0.268	0.056	9.29623393908399e-31	HAS1 High Fibroblasts	NAALADL2
3.50859494840724e-35	1.13992222353731	0.279	0.06	1.18218598191634e-30	HAS1 High Fibroblasts	SNED1
4.2768728570127e-35	3.0811692145946	0.497	0.17	1.44104954044186e-30	HAS1 High Fibroblasts	PFKP
1.07216505961775e-34	4.98957913248191	0.581	0.229	3.61255295187603e-30	HAS1 High Fibroblasts	ALG13
1.10224386949022e-34	1.24730230848982	0.402	0.115	3.71390049386034e-30	HAS1 High Fibroblasts	SDE2
1.28203865874934e-34	0.775470539784755	0.492	0.161	4.31970105679003e-30	HAS1 High Fibroblasts	ST6GALNAC6
1.38689972472824e-34	0.282075442542462	0.492	0.162	4.67301993249932e-30	HAS1 High Fibroblasts	CHD3
1.4328559197584e-34	6.33007280232706	0.547	0.206	4.82786473603394e-30	HAS1 High Fibroblasts	RHOQ
1.56636817487292e-34	1.33435220855966	0.52	0.186	5.27772092841682e-30	HAS1 High Fibroblasts	LRRC41
1.84346958757959e-34	1.3445811619064	0.413	0.12	6.21138642839067e-30	HAS1 High Fibroblasts	SH3RF1
1.95715599240166e-34	0.869315687718421	0.33	0.081	6.59444140079816e-30	HAS1 High Fibroblasts	EXTL2
2.75687214424575e-34	3.82969302167129	0.492	0.169	9.28900500282161e-30	HAS1 High Fibroblasts	ZNF451
2.92597076572996e-34	1.18926871311721	0.38	0.104	9.85876589805051e-30	HAS1 High Fibroblasts	TXLNG
3.2909769154252e-34	0.266815547065541	0.598	0.24	1.10886176188337e-29	HAS1 High Fibroblasts	SVIL
3.30137909585428e-34	2.20343408015049	0.508	0.18	1.11236667255714e-29	HAS1 High Fibroblasts	DLGAP4
4.13358430747107e-34	6.68282668530328	0.726	0.357	1.3927698965593e-29	HAS1 High Fibroblasts	PTPN1
4.36696967283278e-34	3.74889701177385	0.48	0.161	1.47140676156428e-29	HAS1 High Fibroblasts	SLC35F5
4.76714267972656e-34	1.75241928903667	0.57	0.228	1.60624105450707e-29	HAS1 High Fibroblasts	CNOT4
5.80458278316393e-34	9.25458951304668	0.587	0.232	1.95579612295926e-29	HAS1 High Fibroblasts	SLC44A1
7.68904768153704e-34	0.900537171412059	0.374	0.103	2.59074772581709e-29	HAS1 High Fibroblasts	FARP2
8.07119774381602e-34	7.81666608044888	0.52	0.201	2.71950936780137e-29	HAS1 High Fibroblasts	SERTAD2
8.35034927273826e-34	5.33784825171672	0.279	0.062	2.81356668395643e-29	HAS1 High Fibroblasts	AMOTL1
1.55920296013153e-33	1.08368902860877	0.436	0.134	5.25357845386717e-29	HAS1 High Fibroblasts	ZNF146
2.45865342345269e-33	1.78467184653946	0.453	0.15	8.28418684498148e-29	HAS1 High Fibroblasts	SCAF4
2.81632700041691e-33	1.26011867077827	0.374	0.106	9.48933219520472e-29	HAS1 High Fibroblasts	ELL
3.11443601011743e-33	0.975257712043259	0.38	0.108	1.04937806924897e-28	HAS1 High Fibroblasts	ANKIB1
4.73064902659293e-33	0.497612536114294	0.251	0.052	1.59394488302022e-28	HAS1 High Fibroblasts	NBPF9
5.57176952540047e-33	1.3879631627905	0.441	0.142	1.87735202388843e-28	HAS1 High Fibroblasts	DIS3
6.0534822032972e-33	0.643213618022676	0.257	0.055	2.03966029357896e-28	HAS1 High Fibroblasts	MAST2
6.28850139301744e-33	0.647581945549486	0.296	0.07	2.1188476593633e-28	HAS1 High Fibroblasts	BMPR1A
7.37240966976327e-33	1.77822820061106	0.397	0.118	2.48405971413004e-28	HAS1 High Fibroblasts	DOCK7
7.42697540962172e-33	1.55066397843746	0.598	0.25	2.50244509451794e-28	HAS1 High Fibroblasts	SEC22B
1.1648826343712e-32	1.56362963166386	0.62	0.293	3.92495554825031e-28	HAS1 High Fibroblasts	TES
1.23253772941995e-32	0.669711826595682	0.324	0.082	4.15291262550757e-28	HAS1 High Fibroblasts	ALKBH2
1.65585638862991e-32	1.04480079915171	0.536	0.193	5.57924251584961e-28	HAS1 High Fibroblasts	TP53I13
1.73447470331486e-32	2.03615896993459	0.48	0.173	5.84413906534909e-28	HAS1 High Fibroblasts	AHCTF1
1.9224625020026e-32	1.28015067172462	0.408	0.124	6.47754515424755e-28	HAS1 High Fibroblasts	EGLN1
2.05657731718016e-32	1.53660020776125	0.749	0.399	6.92943161250684e-28	HAS1 High Fibroblasts	PPP2CA
2.10648845806153e-32	0.841628619860617	0.291	0.069	7.09760221059253e-28	HAS1 High Fibroblasts	SLC25A44
2.60689051020927e-32	6.69242736286089	0.732	0.37	8.78365688509911e-28	HAS1 High Fibroblasts	ACSL3
2.82598732292322e-32	4.67454732443471	0.542	0.207	9.52188168585748e-28	HAS1 High Fibroblasts	RCOR1
3.01252132307021e-32	0.951630875773481	0.721	0.358	1.01503893459528e-27	HAS1 High Fibroblasts	DHX36
3.12283406084131e-32	0.788293857059722	0.441	0.139	1.05220770845987e-27	HAS1 High Fibroblasts	SAMD4B
3.43511600276311e-32	11.1829668119318	0.352	0.101	1.157427985971e-27	HAS1 High Fibroblasts	NFATC2
6.99643747463705e-32	1.53767010662731	0.654	0.308	2.35737964270421e-27	HAS1 High Fibroblasts	FGFR1OP2
1.00356774633908e-31	1.38796383538838	0.43	0.142	3.38142116451491e-27	HAS1 High Fibroblasts	KIF1B
1.11426868002732e-31	1.28533164313727	0.531	0.201	3.75441689048404e-27	HAS1 High Fibroblasts	RIF1
2.29452097219552e-31	0.86223017010893	0.369	0.104	7.73115896371557e-27	HAS1 High Fibroblasts	CENPT
2.62717360695707e-31	3.0270159336153	0.352	0.099	8.85199875128117e-27	HAS1 High Fibroblasts	SNTB2
2.76985410118692e-31	1.19897259227116	0.453	0.152	9.3327464085392e-27	HAS1 High Fibroblasts	TMEM57
2.923133877539e-31	0.606102566152918	0.268	0.061	9.84920728697991e-27	HAS1 High Fibroblasts	GNPDA2
3.80900788440689e-31	1.48101622197404	0.503	0.183	1.28340711657206e-26	HAS1 High Fibroblasts	JOSD1
4.22342123159038e-31	0.914183957377876	0.251	0.055	1.42303954977206e-26	HAS1 High Fibroblasts	PFKM
4.45009285920286e-31	1.79980989152945	0.598	0.246	1.49941428797981e-26	HAS1 High Fibroblasts	CPSF6
4.69710586699363e-31	3.06176352386727	0.603	0.261	1.58264285082483e-26	HAS1 High Fibroblasts	ARCN1
7.03364592411721e-31	1.30140340327238	0.263	0.06	2.36991665767205e-26	HAS1 High Fibroblasts	CAB39L
7.6104123662167e-31	1.90338038249643	0.642	0.308	2.56425234267305e-26	HAS1 High Fibroblasts	PHF20
7.8743848146185e-31	0.72114104210128	0.285	0.069	2.65319521943756e-26	HAS1 High Fibroblasts	MAK16
9.59849947507111e-31	1.28721222273818	0.402	0.128	3.23411841313046e-26	HAS1 High Fibroblasts	CSNK1G3
1.16529209108585e-30	2.40490084709411	0.587	0.24	3.92633517170466e-26	HAS1 High Fibroblasts	ESF1
1.18140290493063e-30	1.65229485702011	0.391	0.119	3.98061894787327e-26	HAS1 High Fibroblasts	RARS2
1.37794423637446e-30	0.977024617280575	0.268	0.063	4.64284531004011e-26	HAS1 High Fibroblasts	LONRF3
1.5248648560615e-30	1.83057740752318	0.67	0.328	5.13787964601361e-26	HAS1 High Fibroblasts	TAF7
1.61241263079334e-30	0.423074305976428	0.709	0.335	5.43286311819507e-26	HAS1 High Fibroblasts	FXR1
1.90947767293644e-30	0.953478436097253	0.38	0.114	6.43379407119203e-26	HAS1 High Fibroblasts	RBM28
1.94950200010655e-30	1.40166247269077	0.57	0.238	6.56865203915899e-26	HAS1 High Fibroblasts	WDR45
2.25196660759755e-30	2.45178496399789	0.648	0.293	7.58777628763917e-26	HAS1 High Fibroblasts	NPEPPS
3.30357014087365e-30	0.630891654430933	0.33	0.088	1.11310492326597e-25	HAS1 High Fibroblasts	MPP5
3.33854721652985e-30	1.24118955579184	0.508	0.187	1.12489009913757e-25	HAS1 High Fibroblasts	PHF1
3.71725734934464e-30	3.39966025881914	0.346	0.1	1.25249269128818e-25	HAS1 High Fibroblasts	TRAF3IP2
4.39709848653965e-30	1.80419375169311	0.536	0.211	1.48155836405467e-25	HAS1 High Fibroblasts	GNL1
4.98216415126306e-30	0.963327952186392	0.536	0.212	1.67869038912657e-25	HAS1 High Fibroblasts	RC3H1
5.06629192343065e-30	1.16974237327039	0.469	0.162	1.70703640068072e-25	HAS1 High Fibroblasts	ARL13B
5.54569247308634e-30	0.470260795406439	0.86	0.584	1.86856562188171e-25	HAS1 High Fibroblasts	SF3B1
7.17448372976333e-30	0.979478072986969	0.352	0.101	2.41737054790646e-25	HAS1 High Fibroblasts	PDE12
9.20922706542616e-30	0.977158950014304	0.352	0.1	3.10295696742469e-25	HAS1 High Fibroblasts	SLC7A6
1.49839912038951e-29	1.82486823013045	0.615	0.283	5.04870599624041e-25	HAS1 High Fibroblasts	SMG1
1.76332551378797e-29	2.53950415570364	0.598	0.262	5.94134898615717e-25	HAS1 High Fibroblasts	EPS15
1.99512627114783e-29	1.94487421412229	0.419	0.137	6.7223784580055e-25	HAS1 High Fibroblasts	TBC1D23
1.99805335045183e-29	0.918288202838616	0.363	0.107	6.73224095901239e-25	HAS1 High Fibroblasts	SH3BP4
2.37577812525055e-29	0.881240331434701	0.57	0.234	8.00494681521921e-25	HAS1 High Fibroblasts	TFAM
4.73519514182534e-29	1.39204222185525	0.559	0.227	1.59547665108663e-24	HAS1 High Fibroblasts	ZMYM2
5.36035170069615e-29	1.42233954760106	0.285	0.073	1.80611690203256e-24	HAS1 High Fibroblasts	CPEB2
6.63111829195212e-29	0.411987780154703	0.251	0.057	2.23428899729035e-24	HAS1 High Fibroblasts	AMMECR1L
1.32931099561388e-28	1.60950577621819	0.497	0.191	4.4789804686214e-24	HAS1 High Fibroblasts	DPM1
1.51108805093247e-28	3.5013849676521	0.374	0.116	5.09146007881188e-24	HAS1 High Fibroblasts	SCLT1
1.59649299513291e-28	1.02493933727528	0.385	0.121	5.37922349780084e-24	HAS1 High Fibroblasts	MAPK8
1.79845733950198e-28	1.49977035681623	0.48	0.178	6.05972215971798e-24	HAS1 High Fibroblasts	AIDA
2.15863055894332e-28	0.846934537485875	0.402	0.131	7.27328980530361e-24	HAS1 High Fibroblasts	CRELD1
2.16896157492022e-28	0.821824844427228	0.536	0.215	7.3080991305362e-24	HAS1 High Fibroblasts	AAMDC
2.29102858448511e-28	1.17762333288845	0.408	0.135	7.71939171256412e-24	HAS1 High Fibroblasts	UBXN2A
2.85538328063488e-28	0.907564510803659	0.274	0.069	9.62092842577115e-24	HAS1 High Fibroblasts	RUNX2
2.87428570669106e-28	0.758948388748931	0.307	0.082	9.68461826012486e-24	HAS1 High Fibroblasts	ZNF121
4.28867299734351e-28	1.17010555810567	0.38	0.123	1.44502547972492e-23	HAS1 High Fibroblasts	HDAC5
4.33182091145585e-28	0.889626556321295	0.385	0.124	1.45956373790593e-23	HAS1 High Fibroblasts	RUFY3
4.36027826504259e-28	0.804282758265177	0.358	0.107	1.46915215862345e-23	HAS1 High Fibroblasts	BLMH
4.72738130721146e-28	1.37801401938357	0.38	0.123	1.59284385765183e-23	HAS1 High Fibroblasts	MAP3K4
