WBGeneID,WormbaseID,CelGeneID,Celegans_Symbol,Celegans_Tag,Human_Symbol,Human_Gene_ID,Identity,Evalue,Bits,Method,Publication
WBGene00001247,WBGene00001247,190207,elo-9,Y53F4B.2,ELOVL6,79071,38.683,1.48E-48,162,OnlyCelToHuman2,
WBGene00001248,WBGene00001248,180358,elp-1,F38A6.2,EML1,2009,29.051,0,303,RBH,
WBGene00001248,WBGene00001248,180358,elp-1,F38A6.2,EML2,24139,28.824,0,288,NotRBH-HCOPandCelEqual,
WBGene00001249,WBGene00001249,177794,elt-1,W09C2.1,GATA1,2623,66.667,0,190,NotRBH-HCOPandCelEqual,
WBGene00001249,WBGene00001249,177794,elt-1,W09C2.1,GATA4,2626,68.468,0,184,RBH,
WBGene00001249,WBGene00001249,177794,elt-1,W09C2.1,GATA6,2627,69.369,0,182,NotRBH-HCOPandCelEqual,
WBGene00001249,WBGene00001249,177794,elt-1,W09C2.1,GATA5,140628,57.971,0,176,NotRBH-HCOPandCelEqual,
WBGene00001250,WBGene00001250,181250,elt-2,C33D3.1,GATA4,2626,65.385,6.37E-25,105,OnlyCelToHuman2,
WBGene00001251,WBGene00001251,181503,elt-3,K02B9.4,GATA4,2626,55.556,5.22E-15,75.1,OnlyCelToHuman2,
WBGene00001252,WBGene00001252,181249,elt-4,C39B10.6,GATA4,2626,67.308,1.55E-18,77,OnlyCelToHuman2,
WBGene00001253,WBGene00001253,176993,elt-6,F52C12.5,GATA4,2626,58.824,2.04E-14,73.9,OnlyCelToHuman2,
WBGene00001258,WBGene00001258,180232,emb-4,Y80D3A.2,AQR,9716,55.033,0,1496,RBH,
WBGene00001259,WBGene00001259,175621,emb-5,T04A8.14,SUPT6H,6830,38.792,0,897,RBH,
WBGene00001262,WBGene00001262,175710,emb-8,K10D2.6,POR,5447,48.054,0,657,RBH,
WBGene00001263,WBGene00001263,176314,emb-9,K04H4.1,COL4A2,1284,40.766,0,752,NotRBH-HCOPandCelEqual,
WBGene00001263,WBGene00001263,176314,emb-9,K04H4.1,COL4A6,1288,43.104,0,785,RBH,
WBGene00001281,WBGene00001281,174314,emb-27,F10B5.6,CDC16,8881,28.71,0,166,RBH,
WBGene00001303,WBGene00001303,179510,emo-1,F32D8.6,SEC61G,23480,85.294,0,122,RBH,
WBGene00001309,WBGene00001309,171752,emr-1,M01D7.6,TMPO,7112,52,0.0000000024,56.2,NotRBH-HCOPandCelEqual,
WBGene00001310,WBGene00001310,179893,end-1,F58E10.2,GATA4,2626,42.373,5.62E-10,58.2,OnlyCelToHuman2,
WBGene00001311,WBGene00001311,191631,end-3,F58E10.5,GATA4,2626,36.486,7.02E-10,58.2,OnlyCelToHuman2,
WBGene00001320,WBGene00001320,178097,ent-1,ZK809.4,SLC29A1,2030,27.174,0,171,RBH,
WBGene00001324,WBGene00001324,177249,eor-1,R11E3.6,PRDM9,56979,882,0,152,OnlyCelToHuman,
WBGene00001328,WBGene00001328,177956,epi-1,K08C7.3,LAMA5,3911,31.371,0,1754,RBH,
WBGene00001329,WBGene00001329,181577,epn-1,T04C10.2,EPN2,22905,35.582,0,266,NotRBH-HCOPandCelEqual,
WBGene00001329,WBGene00001329,181577,epn-1,T04C10.2,EPN1,29924,35.575,0,309,RBH,
WBGene00001329,WBGene00001329,181577,epn-1,T04C10.2,EPN3,55040,36.364,0,283,NotRBH-HCOPandCelEqual,
WBGene00001329,WBGene00001329,181577,epn-1,T04C10.2,ENTHD1,150350,58.784,0,192,NotRBH-HCOPandCelEqual,
WBGene00001330,WBGene00001330,178411,eps-8,Y57G11C.24,EPS8,2059,32.17,0,189,RBH,
WBGene00001330,WBGene00001330,178411,eps-8,Y57G11C.24,EPS8L1,54869,31.051,0,165,NotRBH-HCOPandCelEqual,
WBGene00001330,WBGene00001330,178411,eps-8,Y57G11C.24,EPS8L2,64787,31.34,0,182,NotRBH-HCOPandCelEqual,
WBGene00001330,WBGene00001330,178411,eps-8,Y57G11C.24,EPS8L3,79574,27.745,0,137,NotRBH-HCOPandCelEqual,
WBGene00001331,WBGene00001331,181228,erd-2,F09B9.3,KDELR1,10945,66.667,0,308,NotRBH-HCOPandCelEqual,
WBGene00001331,WBGene00001331,181228,erd-2,F09B9.3,KDELR2,11014,66.667,0,303,RBH,
WBGene00001332,WBGene00001332,176868,eri-1,T07A9.5,ERI1,90459,38.039,0,177,RBH,
WBGene00001333,WBGene00001333,172174,erm-1,C01G8.5,MSN,4478,56.41,0,622,NotRBH-HCOPandCelEqual,
WBGene00001333,WBGene00001333,172174,erm-1,C01G8.5,RDX,5962,55.668,0,622,NotRBH-HCOPandCelEqual,
WBGene00001333,WBGene00001333,172174,erm-1,C01G8.5,EZR,7430,55.499,0,615,RBH,
WBGene00001334,WBGene00001334,173325,ero-1,Y105E8B.8,ERO1A,30001,42.222,0,345,NotRBH-HCOPandCelEqual,
WBGene00001334,WBGene00001334,173325,ero-1,Y105E8B.8,ERO1B,56605,42.275,0,351,RBH,
WBGene00001335,WBGene00001335,180667,,F35A5.8,SH3GLB1,51100,44.709,0,319,RBH,
WBGene00001336,WBGene00001336,178415,qars-1,Y41E3.4,QARS,5859,56.331,0,872,RBH,
WBGene00001337,WBGene00001337,172904,ears-1,ZC434.5,EPRS,2058,48.337,0,816,RBH,
WBGene00001338,WBGene00001338,176860,ears-2,T07A9.2,EARS2,124454,38.351,0,333,RBH,
WBGene00001340,WBGene00001340,173401,etr-1,T01D1.2,CELF1,10658,64.362,0,275,RBH,
WBGene00001345,WBGene00001345,178987,fos-1,F29G9.4,ATF2,1386,36.923,0.000000483,51.6,RBH,
WBGene00001345,WBGene00001345,178987,fos-1,F29G9.4,FOS,2353,31.008,0.000000055,53.5,NotRBH-HCOPandCelEqual,
WBGene00001345,WBGene00001345,178987,fos-1,F29G9.4,FOSL2,2355,36.986,0.0000000855,52.8,NotRBH-HCOPandCelEqual,
WBGene00001352,WBGene00001352,175555,evl-14,H38K22.1,PDS5B,23047,21.758,0,215,RBH,
WBGene00001352,WBGene00001352,175555,evl-14,H38K22.1,PDS5A,23244,21.668,0,181,NotRBH-HCOPandCelEqual,
WBGene00001358,WBGene00001358,191632,evl-20,F22B5.1,ARL2,402,62.5,0,248,RBH,
WBGene00001358,WBGene00001358,191632,evl-20,F22B5.1,ARL2-SNX15,100528018,67.257,0,164,NotRBH-HCOPandCelEqual,
WBGene00001365,WBGene00001365,173314,exc-4,Y105E8A.22,CLIC1,1192,26,0,70.9,NotRBH-HCOPandCelEqual,
WBGene00001365,WBGene00001365,173314,exc-4,Y105E8A.22,CLIC4,25932,246,0,73.9,OnlyCelToHuman,
WBGene00001366,WBGene00001366,177692,exc-5,C33D9.1,FGD6,55785,27.512,0,188,NotRBH-HCOPandCelEqual,
WBGene00001366,WBGene00001366,177692,exc-5,C33D9.1,FGD5,152273,21.859,0,128,NotRBH-HCOPandCelEqual,
WBGene00001366,WBGene00001366,177692,exc-5,C33D9.1,FGD2,221472,29.137,0,223,RBH,
WBGene00001368,WBGene00001368,174506,exc-7,F35H8.5,ELAVL4,1996,62.385,0,273,RBH,
WBGene00001371,WBGene00001371,175100,exl-1,F26H11.5,CLIC2,1193,30.043,0,80.1,RBH,
WBGene00001372,WBGene00001372,173069,exo-3,R09B3.1,APEX1,328,45.312,0,227,RBH,
WBGene00001373,WBGene00001373,186801,exp-1,H35N03.1,GABRB3,2562,30.361,6.37E-54,189,OnlyCelToHuman2,
WBGene00001374,WBGene00001374,179003,exp-2,F12F3.1,KCNB1,3745,38.235,0,297,RBH,
WBGene00001374,WBGene00001374,179003,exp-2,F12F3.1,KCNF1,3754,37.226,0,265,NotRBH-HCOPandCelEqual,
WBGene00001377,WBGene00001377,173293,eya-1,C49A1.4,EYA4,2070,26.159,0,102,NotRBH-HCOPandCelEqual,
WBGene00001377,WBGene00001377,173293,eya-1,C49A1.4,EYA1,2138,27.907,0,105,NotRBH-HCOPandCelEqual,
WBGene00001377,WBGene00001377,173293,eya-1,C49A1.4,EYA2,2139,28.094,0,108,RBH,
WBGene00001377,WBGene00001377,173293,eya-1,C49A1.4,EYA3,2140,28.477,0,102,NotRBH-HCOPandCelEqual,
WBGene00001395,WBGene00001395,177820,fat-3,W08D2.4,FADS1,3992,28.194,0,133,RBH,
WBGene00001395,WBGene00001395,177820,fat-3,W08D2.4,FADS3,3995,27.335,0,126,NotRBH-HCOPandCelEqual,
WBGene00001395,WBGene00001395,177820,fat-3,W08D2.4,FADS2,9415,28.431,0,123,NotRBH-HCOPandCelEqual,
WBGene00001396,WBGene00001396,177819,fat-4,T13F2.1,FADS2P1,643181,22.444,0,90.5,NotRBH-HCOPandCelEqual,
WBGene00001397,WBGene00001397,180162,fat-5,W06D12.3,SCD,6319,46.853,6.62E-97,290,OnlyCelToHuman2,
WBGene00001398,WBGene00001398,178122,fat-6,VZK822L.1,SCD,6319,49.842,1.62E-111,328,OnlyCelToHuman2,
WBGene00001399,WBGene00001399,179100,fat-7,F10D2.9,SCD,6319,52.797,0,322,RBH,
WBGene00001400,WBGene00001400,180609,fax-1,F56E3.4,NR2E3,10002,38.356,0,178,RBH,
WBGene00001401,WBGene00001401,174016,fbf-1,H12I13.4,PUM2,23369,28.44,1.46E-31,130,OnlyCelToHuman2,
WBGene00001402,WBGene00001402,174017,fbf-2,F21H12.5,PUM2,23369,28.44,1.85E-31,130,OnlyCelToHuman2,
WBGene00001403,WBGene00001403,177788,fbl-1,F56H11.1,FBLN1,2192,32.626,0,332,RBH,
WBGene00001403,WBGene00001403,177788,fbl-1,F56H11.1,FBLN2,2199,34.342,0,279,NotRBH-HCOPandCelEqual,
WBGene00001403,WBGene00001403,177788,fbl-1,F56H11.1,EFEMP1,2202,28.921,0,159,NotRBH-HCOPandCelEqual,
WBGene00001403,WBGene00001403,177788,fbl-1,F56H11.1,FBLN7,129804,26.531,0,106,NotRBH-HCOPandCelEqual,
WBGene00001404,WBGene00001404,266822,fbp-1,K07A3.1,FBP1,2203,62.162,0,429,RBH,
WBGene00001404,WBGene00001404,266822,fbp-1,K07A3.1,FBP2,8789,61.677,0,424,NotRBH-HCOPandCelEqual,
WBGene00001405,WBGene00001405,172820,fce-1,C04F12.10,ZMPSTE24,10269,41.048,0,360,RBH,
WBGene00001406,WBGene00001406,3565253,fce-2,F48F5.5,RCE1,9986,30.769,0,124,RBH,
WBGene00001410,WBGene00001410,175373,feh-1,Y54F10AM.2,APBB1,322,36.038,0,265,NotRBH-HCOPandCelEqual,
WBGene00001410,WBGene00001410,175373,feh-1,Y54F10AM.2,APBB2,323,42.475,0,260,RBH,
WBGene00001410,WBGene00001410,175373,feh-1,Y54F10AM.2,APBB3,10307,30.657,0,192,NotRBH-HCOPandCelEqual,
WBGene00001411,WBGene00001411,177335,fem-1,F35D6.1,FEM1A,55527,32.37,0,306,NotRBH-HCOPandCelEqual,
WBGene00001411,WBGene00001411,177335,fem-1,F35D6.1,FEM1C,56929,39.256,0,332,RBH,
WBGene00001412,WBGene00001412,175217,fem-2,T19C3.8,PPM1F,9647,29.841,0,129,RBH,
WBGene00001414,WBGene00001414,172659,fer-1,F43G9.6,DYSF,8291,24.512,0,426,RBH,
WBGene00001414,WBGene00001414,172659,fer-1,F43G9.6,OTOF,9381,29.919,0,160,NotRBH-HCOPandCelEqual,
WBGene00001414,WBGene00001414,172659,fer-1,F43G9.6,FER1L4,80307,26.493,0,195,NotRBH-HCOPandCelEqual,
WBGene00001414,WBGene00001414,172659,fer-1,F43G9.6,FER1L6,654463,29.261,0,144,NotRBH-HCOPandCelEqual,
WBGene00001423,WBGene00001423,179999,fib-1,T01C3.7,FBL,2091,76.293,0,377,RBH,
WBGene00001423,WBGene00001423,179999,fib-1,T01C3.7,FBLL1,345630,73.593,0,363,NotRBH-HCOPandCelEqual,
WBGene00001424,WBGene00001424,185630,fis-1,F41G3.4,FIS1,51024,41.129,1.02E-23,89.7,OnlyCelToHuman2,
WBGene00001425,WBGene00001425,184409,fis-2,F13B9.8,FIS1,51024,37.795,0,87,RBH,
WBGene00001426,WBGene00001426,191634,fkb-1,F36H1.1,FKBP2,2286,65.625,0,174,RBH,
WBGene00001427,WBGene00001427,173160,fkb-2,Y18D10A.19,FKBP1A,2280,60.952,0,129,RBH,
WBGene00001427,WBGene00001427,173160,fkb-2,Y18D10A.19,FKBP1B,2281,57.009,0,127,NotRBH-HCOPandCelEqual,
WBGene00001427,WBGene00001427,173160,fkb-2,Y18D10A.19,FKBP1C,642489,59.048,0,125,NotRBH-HCOPandCelEqual,
WBGene00001428,WBGene00001428,179113,fkb-3,C05C8.3,FKBP9,11328,32.159,0,137,RBH,
WBGene00001429,WBGene00001429,179752,fkb-4,ZC455.10,FKBP2,2286,51.402,5.90E-31,112,OnlyCelToHuman2,
WBGene00001430,WBGene00001430,171974,fkb-5,C50F2.6,FKBP9,11328,33.478,1.38E-34,131,OnlyCelToHuman2,
WBGene00001431,WBGene00001431,180371,fkb-6,F31D4.3,FKBP4,2288,42.299,0,341,RBH,
WBGene00001432,WBGene00001432,172963,fkb-7,B0511.1,FKBP14,55033,170,0,69.7,OnlyCelToHuman,
WBGene00001433,WBGene00001433,173159,fkb-8,Y18D10A.25,FKBP1A,2280,50.538,6.48E-25,95.9,OnlyCelToHuman2,
WBGene00001434,WBGene00001434,180663,fkh-2,T14G12.4,FOXG1,2290,76.786,0,189,RBH,
WBGene00001435,WBGene00001435,181465,fkh-3,C29F7.4,FOXC1,2296,136,0,69.3,OnlyCelToHuman,
WBGene00001436,WBGene00001436,181466,fkh-4,C29F7.5,FOXC1,2296,136,0,68.6,OnlyCelToHuman,
WBGene00001437,WBGene00001437,184944,fkh-5,F26A1.2,FOXN4,121643,282,0,63.5,OnlyCelToHuman,
WBGene00001438,WBGene00001438,181907,fkh-6,B0286.5,FOXI1,2299,236,0,128,OnlyCelToHuman,
WBGene00001439,WBGene00001439,177340,fkh-7,F26D12.1,FOXP1,27086,71.429,0,188,NotRBH-HCOPandCelEqual,
WBGene00001439,WBGene00001439,177340,fkh-7,F26D12.1,FOXP3,50943,59.406,0,140,NotRBH-HCOPandCelEqual,
WBGene00001439,WBGene00001439,177340,fkh-7,F26D12.1,FOXP2,93986,70.94,0,190,NotRBH-HCOPandCelEqual,
WBGene00001439,WBGene00001439,177340,fkh-7,F26D12.1,FOXP4,116113,68.067,0,189,RBH,
WBGene00001440,WBGene00001440,174026,fkh-8,F40H3.4,FOXJ3,22887,312,0,88.6,OnlyCelToHuman,
WBGene00001441,WBGene00001441,180670,fkh-9,K03C7.2,FOXG1,2290,44.828,1.82E-20,90.9,OnlyCelToHuman2,
WBGene00001442,WBGene00001442,182874,fkh-10,C25A1.2,FOXB1,27023,52.475,3.79E-32,117,OnlyCelToHuman2,
WBGene00001443,WBGene00001443,176215,fli-1,B0523.5,FLII,2314,49.377,0,1221,RBH,
WBGene00001465,WBGene00001465,181468,flr-1,F02D10.5,ASIC2,40,24.008,2.21E-34,137,OnlyCelToHuman2,
WBGene00001468,WBGene00001468,181604,flr-4,F09B12.6,CDKL3,51265,199,0,102,OnlyCelToHuman,
WBGene00001470,WBGene00001470,176078,baz-2,ZK783.4,BAZ2A,11176,31.148,0,155,NotRBH-HCOPandCelEqual,
WBGene00001470,WBGene00001470,176078,baz-2,ZK783.4,BAZ2B,29994,31.454,0,141,RBH,
WBGene00001475,WBGene00001475,179788,fmi-1,F15B9.7,CELSR3,1951,29.065,0,861,NotRBH-HCOPandCelEqual,
WBGene00001475,WBGene00001475,179788,fmi-1,F15B9.7,CELSR2,1952,28.519,0,918,RBH,
WBGene00001475,WBGene00001475,179788,fmi-1,F15B9.7,CELSR1,9620,29.384,0,832,NotRBH-HCOPandCelEqual,
WBGene00001476,WBGene00001476,177954,fmo-1,K08C7.2,FMO5,2330,43.687,0,469,RBH,
WBGene00001477,WBGene00001477,177958,fmo-2,K08C7.5,FMO5,2330,42.322,4.85E-150,440,OnlyCelToHuman2,
WBGene00001478,WBGene00001478,176491,fmo-3,Y39A1A.19,FMO5,2330,44.118,3.98E-149,437,OnlyCelToHuman2,
WBGene00001479,WBGene00001479,179845,fmo-4,F53F4.5,FMO5,2330,42.315,9.50E-143,422,OnlyCelToHuman2,
WBGene00001480,WBGene00001480,178596,fmo-5,H24K24.5,FMO5,2330,44.141,2.43E-152,445,OnlyCelToHuman2,
WBGene00001481,WBGene00001481,171895,fog-1,Y54E10A.4,CPEB3,22849,34.685,1.60E-32,133,OnlyCelToHuman2,
WBGene00001483,WBGene00001483,172863,fog-3,C03C11.2,TOB1,10140,27.966,0.000000000712,58.2,RBH,
WBGene00001484,WBGene00001484,180549,fox-1,T07D1.4,RBFOX1,54715,46.231,0,145,RBH,
WBGene00001484,WBGene00001484,180549,fox-1,T07D1.4,RBFOX3,146713,60.684,0,140,NotRBH-HCOPandCelEqual,
WBGene00001485,WBGene00001485,180314,fre-1,Y113G7A.8,NDOR1,27158,38.662,0,400,RBH,
WBGene00001486,WBGene00001486,174002,frh-1,F59G1.7,FXN,2395,49.123,0,109,RBH,
WBGene00001487,WBGene00001487,191635,frk-1,T04B2.2,FER,2241,37.532,0,276,RBH,
WBGene00001488,WBGene00001488,173360,frm-1,ZK270.2,EPB41L1,2036,43.636,0,286,RBH,
WBGene00001488,WBGene00001488,173360,frm-1,ZK270.2,EPB41L3,23136,37.069,0,278,NotRBH-HCOPandCelEqual,
WBGene00001489,WBGene00001489,175848,frm-2,T04C9.6,EPB41L4B,54566,49.144,0,407,NotRBH-HCOPandCelEqual,
WBGene00001489,WBGene00001489,175848,frm-2,T04C9.6,EPB41L5,57669,51.111,0,421,RBH,
WBGene00001490,WBGene00001490,186110,frm-3,H05G16.1,FARP2,9855,40.945,0,313,NotRBH-HCOPandCelEqual,
WBGene00001490,WBGene00001490,186110,frm-3,H05G16.1,FARP1,10160,46.742,0,330,NotRBH-HCOPandCelEqual,
WBGene00001490,WBGene00001490,186110,frm-3,H05G16.1,FRMD7,90167,47.13,0,312,RBH,
WBGene00001491,WBGene00001491,172189,frm-4,C24A11.8,FRMD5,84978,333,0,202,OnlyCelToHuman,
WBGene00001492,WBGene00001492,176822,frm-5.1,Y38C1AB.8,PTPN13,5783,876,0,176,OnlyCelToHuman,
WBGene00001493,WBGene00001493,179687,frm-7,C51F7.1,FRMD1,79981,24.922,0,87,NotRBH-HCOPandCelEqual,
WBGene00001493,WBGene00001493,179687,frm-7,C51F7.1,FRMD6,122786,28.08,0,111,RBH,
WBGene00001494,WBGene00001494,175428,frm-8,H09G03.2,FRMPD4,9758,35.931,0,284,RBH,
WBGene00001495,WBGene00001495,266949,frm-9,F31B12.3,ANK1,286,708,0.00000000741,60.8,OnlyCelToHuman,
WBGene00001496,WBGene00001496,179828,frm-10,F25H9.5,FRMD8,83786,26.996,0,81.3,RBH,
WBGene00001496,WBGene00001496,179828,frm-10,F25H9.5,FRMD8P1,83957,25,0,69.3,NotRBH-HCOPandCelEqual,
WBGene00001497,WBGene00001497,172311,fars-1,T08B2.9,FARSA,2193,60.294,0,600,RBH,
WBGene00001498,WBGene00001498,174351,fars-3,F22B5.9,FARSB,10056,59.291,0,726,RBH,
WBGene00001499,WBGene00001499,175667,fsn-1,C26E6.5,FBXO45,200933,54.941,0,287,RBH,
WBGene00001500,WBGene00001500,179138,ftn-1,C54F6.14,FTH1,2495,54.07,1.08E-64,196,OnlyCelToHuman2,
WBGene00001501,WBGene00001501,171934,ftn-2,D1037.3,FTH1,2495,60.465,0,214,RBH,
WBGene00001502,WBGene00001502,181348,ftt-2,F52D10.3,SFN,2810,67.811,0,325,NotRBH-HCOPandCelEqual,
WBGene00001502,WBGene00001502,181348,ftt-2,F52D10.3,YWHAB,7529,78.776,0,399,NotRBH-HCOPandCelEqual,
WBGene00001502,WBGene00001502,181348,ftt-2,F52D10.3,YWHAG,7532,75.21,0,366,NotRBH-HCOPandCelEqual,
WBGene00001502,WBGene00001502,181348,ftt-2,F52D10.3,YWHAH,7533,77.682,0,367,NotRBH-HCOPandCelEqual,
WBGene00001502,WBGene00001502,181348,ftt-2,F52D10.3,YWHAZ,7534,81.07,0,411,RBH,
WBGene00001502,WBGene00001502,181348,ftt-2,F52D10.3,YWHAQ,10971,77.406,0,380,NotRBH-HCOPandCelEqual,
WBGene00001503,WBGene00001503,176059,fum-1,H14A12.2,FH,2271,72.222,0,737,RBH,
WBGene00001505,WBGene00001505,174400,fut-1,K08F8.3,FUT5,2527,33.6,0,137,RBH,
WBGene00001507,WBGene00001507,187342,fut-4,K12H6.3,FUT7,2529,30.519,1.15E-34,130,OnlyCelToHuman2,
WBGene00001508,WBGene00001508,178985,fut-8,C10F3.6,FUT8,2530,36.348,0,380,RBH,
WBGene00001509,WBGene00001509,173990,fzo-1,ZK1248.14,MFN2,9927,35.686,0,471,RBH,
WBGene00001509,WBGene00001509,173990,fzo-1,ZK1248.14,MFN1,55669,34.73,0,451,NotRBH-HCOPandCelEqual,
WBGene00001510,WBGene00001510,174516,fzr-1,ZK1307.6,FZR1,51343,64.721,0,498,RBH,
WBGene00001511,WBGene00001511,266859,fzy-1,ZK177.6,CDC20,991,478,0,155,OnlyCelToHuman,
WBGene00001512,WBGene00001512,176691,gab-1,ZC482.1,GABRB1,2560,44.075,0,364,NotRBH-HCOPandCelEqual,
WBGene00001512,WBGene00001512,176691,gab-1,ZC482.1,GABRB2,2561,42.972,0,360,NotRBH-HCOPandCelEqual,
WBGene00001512,WBGene00001512,176691,gab-1,ZC482.1,GABRB3,2562,44.491,0,368,RBH,
WBGene00001512,WBGene00001512,176691,gab-1,ZC482.1,GABRD,2563,43.617,0,271,NotRBH-HCOPandCelEqual,
WBGene00001512,WBGene00001512,176691,gab-1,ZC482.1,GABRR1,2569,50.534,0,294,NotRBH-HCOPandCelEqual,
WBGene00001512,WBGene00001512,176691,gab-1,ZC482.1,GABRR2,2570,51.601,0,296,NotRBH-HCOPandCelEqual,
WBGene00001512,WBGene00001512,176691,gab-1,ZC482.1,GABRQ,55879,42.456,0,263,NotRBH-HCOPandCelEqual,
WBGene00001512,WBGene00001512,176691,gab-1,ZC482.1,GABRR3,200959,45.196,0,265,NotRBH-HCOPandCelEqual,
WBGene00001513,WBGene00001513,179027,gad-1,T05H4.14,POC1A,25886,267,0,80.9,OnlyCelToHuman,
WBGene00001513,WBGene00001513,179027,gad-1,T05H4.14,WDR70,55100,35.766,0,353,NotRBH-HCOPandCelEqual,
WBGene00001515,WBGene00001515,180530,gap-1,T24C12.2,RASA2,5922,30.323,0,178,NotRBH-HCOPandCelEqual,
WBGene00001515,WBGene00001515,180530,gap-1,T24C12.2,RASA3,22821,25.262,0,191,RBH,
WBGene00001516,WBGene00001516,181172,gap-2,ZK899.8,SYNGAP1,8831,42.135,0,442,NotRBH-HCOPandCelEqual,
WBGene00001516,WBGene00001516,181172,gap-2,ZK899.8,RASAL2,9462,41.207,0,442,NotRBH-HCOPandCelEqual,
WBGene00001516,WBGene00001516,181172,gap-2,ZK899.8,RASAL3,64926,33.029,0,294,NotRBH-HCOPandCelEqual,
WBGene00001516,WBGene00001516,181172,gap-2,ZK899.8,DAB2IP,153090,41.597,0,455,RBH,
WBGene00001517,WBGene00001517,180922,gar-1,C15B12.5,CHRM5,1133,35.323,1.21E-31,129,OnlyCelToHuman2,
WBGene00001518,WBGene00001518,175893,gar-2,F47D12.1,CHRM3,1131,35.407,6.00E-39,151,OnlyCelToHuman2,
WBGene00001519,WBGene00001519,179962,gar-3,Y40H4A.1,CHRM1,1128,50,0,227,NotRBH-HCOPandCelEqual,
WBGene00001519,WBGene00001519,179962,gar-3,Y40H4A.1,CHRM2,1129,52.261,0,219,NotRBH-HCOPandCelEqual,
WBGene00001519,WBGene00001519,179962,gar-3,Y40H4A.1,CHRM3,1131,38.318,0,340,RBH,
WBGene00001519,WBGene00001519,179962,gar-3,Y40H4A.1,CHRM4,1132,50.754,0,214,NotRBH-HCOPandCelEqual,
WBGene00001519,WBGene00001519,179962,gar-3,Y40H4A.1,CHRM5,1133,49.519,0,229,NotRBH-HCOPandCelEqual,
WBGene00001520,WBGene00001520,181646,gas-1,K09A9.5,NDUFS2,4720,73.643,0,602,OnlyCelToHuman2,
WBGene00001522,WBGene00001522,174648,gbh-1,D2089.5,BBOX1,8424,33.167,0,225,RBH,
WBGene00001523,WBGene00001523,174358,gbh-2,M05D6.7,TMLHE,55217,33.679,0,214,RBH,
WBGene00001526,WBGene00001526,179274,gck-1,T19A5.2,STK25,10494,66.856,0,451,RBH,
WBGene00001527,WBGene00001527,174438,gcs-1,F37B12.2,GCLC,2729,54.432,0,707,RBH,
WBGene00001528,WBGene00001528,191639,gcy-1,AH6.1,NPR1,4881,29.944,4.06E-136,439,OnlyCelToHuman2,
WBGene00001529,WBGene00001529,191640,gcy-2,R134.2,NPR1,4881,30,4.44E-129,420,OnlyCelToHuman2,
WBGene00001530,WBGene00001530,191641,gcy-3,R134.1,NPR1,4881,29.368,2.17E-132,429,OnlyCelToHuman2,
WBGene00001531,WBGene00001531,191642,gcy-4,ZK970.5,NPR1,4881,29.379,2.01E-135,437,OnlyCelToHuman2,
WBGene00001532,WBGene00001532,191643,gcy-5,ZK970.6,NPR1,4881,31.599,8.27E-148,470,OnlyCelToHuman2,
WBGene00001533,WBGene00001533,191644,gcy-6,B0024.6,NPR1,4881,32.569,2.16E-155,489,OnlyCelToHuman2,
WBGene00001534,WBGene00001534,179222,gcy-7,F52E1.4,NPR1,4881,34.746,4.66E-166,518,OnlyCelToHuman2,
WBGene00001535,WBGene00001535,177584,gcy-8,C49H3.1,NPR2,4882,30.349,9.11E-121,398,OnlyCelToHuman2,
WBGene00001536,WBGene00001536,191645,gcy-9,ZK455.2,NPR1,4881,31.051,5.28E-136,437,OnlyCelToHuman2,
WBGene00001537,WBGene00001537,181745,gcy-11,C30G4.3,NPR1,4881,45.618,2.58E-136,441,OnlyCelToHuman2,
WBGene00001538,WBGene00001538,173902,gcy-12,F08B1.2,NPR1,4881,32.696,2.78E-161,519,OnlyCelToHuman2,
WBGene00001539,WBGene00001539,191646,gcy-13,F23H12.6,NPR1,4881,31.831,1.91E-162,506,OnlyCelToHuman2,
WBGene00001540,WBGene00001540,191647,gcy-14,ZC412.2,NPR1,4881,33.764,9.43E-161,504,OnlyCelToHuman2,
WBGene00001541,WBGene00001541,191648,gcy-15,ZC239.7,NPR1,4881,44.633,5.99E-139,446,OnlyCelToHuman2,
WBGene00001542,WBGene00001542,191649,gcy-17,W03F11.2,NPR2,4882,31.832,3.06E-153,483,OnlyCelToHuman2,
WBGene00001543,WBGene00001543,178237,gcy-18,ZK896.8,NPR2,4882,29.315,1.53E-113,377,OnlyCelToHuman2,
WBGene00001544,WBGene00001544,191650,gcy-19,C17F4.6,NPR2,4882,29.528,1.41E-135,439,OnlyCelToHuman2,
WBGene00001545,WBGene00001545,184797,gcy-20,F21H7.9,NPR1,4881,32.968,3.77E-155,489,OnlyCelToHuman2,
WBGene00001546,WBGene00001546,191651,gcy-21,F22E5.3,NPR1,4881,45.769,9.65E-142,454,OnlyCelToHuman2,
WBGene00001547,WBGene00001547,180365,gcy-22,T03D8.5,NPR1,4881,33.075,2.67E-173,535,OnlyCelToHuman2,
WBGene00001548,WBGene00001548,191652,gcy-23,T26C12.4,NPR1,4881,29.799,4.93E-127,413,OnlyCelToHuman2,
WBGene00001549,WBGene00001549,191653,gcy-25,Y105C5B.2,NPR1,4881,31.1,8.40E-91,313,OnlyCelToHuman2,
WBGene00001550,WBGene00001550,191654,gcy-27,C06A12.4,GUCY2D,3000,1079,0,278,OnlyCelToHuman,
WBGene00001551,WBGene00001551,191655,gcy-31,T07D1.1,GUCY1B1,2983,618,0,292,OnlyCelToHuman,
